timestamp,fault_d7,4700008966_kW,4700008966_power_hour,4408411600_kW,4408411600_power_hour,4608927500_kvar_hour,238045_ws_temp,279805_ws_vigor,279804_ws_level,279625_ws_temp,279623_ws_vigor,319235_ws_temp,279831_ws_temp,326417_ws_temp,326416_ws_vigor,temp_site1_anomaly_score,sfc_temp_site1_anomaly_score,gw_lvl_site2_anomaly_score,gw_temp_site2_anomaly_score
01-04-2022 15:00,1,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,6.42,4.95,21.35,27.79
01-04-2022 16:00,1,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,6.55,4.93,21.35,27.79
01-04-2022 17:00,1,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,5.3,5.35,21.35,27.79
01-04-2022 18:00,1,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,7.67,3.19,21.35,27.79
01-04-2022 19:00,1,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,7.6,4.37,21.35,27.79
01-04-2022 20:00,1,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,6.55,5.35,21.35,27.79
01-04-2022 21:00,1,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,7.29,3.55,21.35,27.79
01-04-2022 22:00,1,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,8.24,4.81,21.35,27.79
01-04-2022 23:00,1,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,8.99,5.26,21.35,27.79
01-05-2022 0:00,1,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,7.6,4.08,31.87,27.79
01-05-2022 1:00,1,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,6.69,4.93,31.87,27.79
01-05-2022 2:00,1,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,6.69,4.73,31.87,27.79
01-05-2022 3:00,1,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,6.69,3.95,31.87,27.79
01-05-2022 4:00,1,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,6.87,4.49,31.87,27.79
01-05-2022 5:00,1,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,7.87,3.77,31.87,27.79
01-05-2022 6:00,1,0.0,0.0,,,0.14026083,0.0,0.0,0.0,,,0.0,0.0,,,6.39,3.8,31.87,27.79
01-05-2022 7:00,1,55.94913,55.94913,,,0.54516196,0.0,0.0,0.0,,,0.0,0.0,,,6.07,4.49,31.87,27.79
01-05-2022 8:00,1,2.183136,2.183136,,,84.95772,0.0,0.0,0.0,,,0.0,0.0,,,6.52,3.77,31.87,27.79
01-05-2022 9:00,1,0.0,0.0,,,75.31085,0.0,0.0,0.0,,,0.0,0.0,,,2.27,5.26,31.87,27.79
01-05-2022 10:00,1,0.0,0.0,,,4.358064,0.0,0.0,0.0,,,0.0,0.0,,,2.2,5.35,31.87,27.79
01-05-2022 11:00,1,0.0,0.0,,,13.5473,0.0,0.0,0.0,,,0.0,0.0,,,3.72,6.88,31.87,27.79
01-05-2022 12:00,1,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,4.98,5.11,31.87,27.79
01-05-2022 13:00,1,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,5.96,3.95,31.87,27.79
01-05-2022 14:00,1,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,2.08,7.92,31.87,27.79
01-05-2022 15:00,1,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,3.19,7.56,31.87,27.79
01-05-2022 16:00,1,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,2.47,6.16,31.87,27.79
01-05-2022 17:00,1,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,2.2,4.84,31.87,27.79
01-05-2022 18:00,1,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,5.01,4.94,31.87,27.79
01-05-2022 19:00,1,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,6.68,6.81,31.87,27.79
01-05-2022 20:00,1,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,4.5,6.89,31.87,27.79
01-05-2022 21:00,1,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,6.37,8.62,31.87,27.79
01-05-2022 22:00,1,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,8.61,5.44,31.87,27.79
01-05-2022 23:00,1,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,6.7,13.57,31.87,27.79
01-06-2022 0:00,1,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,8.84,16.49,21.35,39.14
01-06-2022 1:00,1,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,5.81,10.83,21.35,39.14
01-06-2022 2:00,1,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,6.51,8.05,21.35,39.14
01-06-2022 3:00,1,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,5.94,7.99,21.35,39.14
01-06-2022 4:00,1,0.0,0.0,,,0.06872638,0.0,0.0,0.0,,,0.0,0.0,,,6.8,7.78,21.35,39.14
01-06-2022 5:00,1,0.0,0.0,,,0.30559793,0.0,0.0,0.0,,,0.0,0.0,,,6.92,7.28,21.35,39.14
01-06-2022 6:00,1,0.0,0.0,,,0.6507986,0.0,0.0,0.0,,,0.0,0.0,,,6.48,7.61,21.35,39.14
01-06-2022 7:00,1,0.0,0.0,,,0.9645451,0.0,0.0,0.0,,,0.0,0.0,,,6.52,5.8,21.35,39.14
01-06-2022 8:00,1,0.0,0.0,,,1.0011523,0.0,0.0,0.0,,,0.0,0.0,,,4.91,6.93,21.35,39.14
01-06-2022 9:00,1,0.0,0.0,,,0.16281103,0.0,0.0,0.0,,,0.0,0.0,,,3.66,3.92,21.35,39.14
01-06-2022 10:00,1,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,7.7,5.38,21.35,39.14
01-06-2022 11:00,1,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,4.78,3.29,21.35,39.14
01-06-2022 12:00,1,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,4.42,7.88,21.35,39.14
01-06-2022 13:00,1,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,5.67,5.79,21.35,39.14
01-06-2022 14:00,1,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,4.18,6.39,21.35,39.14
01-06-2022 15:00,1,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,7.99,8.89,21.35,39.14
01-06-2022 16:00,1,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,5.34,20.85,21.35,39.14
01-06-2022 17:00,1,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,14.09,20.24,21.35,39.14
01-06-2022 18:00,1,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,15.12,22.7,21.35,39.14
01-06-2022 19:00,1,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,20.62,27.58,21.35,39.14
01-06-2022 20:00,1,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,27.19,27.17,21.35,39.14
01-06-2022 21:00,1,0.0,0.0,,,0.0,0.1002522,0.0,0.0,,,0.0,0.0,,,32.45,31.64,21.35,39.14
01-06-2022 22:00,1,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,32.29,34.03,21.35,39.14
01-06-2022 23:00,1,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,34.78,38.94,21.35,39.14
01-07-2022 0:00,1,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,41.65,57.45,9.48,39.14
01-07-2022 1:00,1,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,62.78,60.46,9.48,39.14
01-07-2022 2:00,1,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,73.87,65.69,9.48,39.14
01-07-2022 3:00,1,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,81.8,73.08,9.48,39.14
01-07-2022 4:00,1,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,74.17,64.61,9.48,39.14
01-07-2022 5:00,1,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,88.23,77.32,9.48,39.14
01-07-2022 6:00,1,0.0,0.0,,,0.079039454,0.0,0.0,0.0,,,0.0,0.0,,,90.47,82.82,9.48,39.14
01-07-2022 7:00,1,0.0,0.0,,,0.18472445,0.0,0.0,0.0,,,0.0,0.0,,,77.72,60.72,9.48,39.14
01-07-2022 8:00,1,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,28.06,6.24,9.48,39.14
01-07-2022 9:00,1,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,11.91,4.74,9.48,39.14
01-07-2022 10:00,1,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,5.88,5.87,9.48,39.14
01-07-2022 11:00,1,0.0,0.0,,,0.6898985,0.0,0.0,0.0,,,0.0,0.0,,,6.1,7.02,9.48,39.14
01-07-2022 12:00,1,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,5.04,3.83,9.48,39.14
01-07-2022 13:00,1,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,6.39,5.69,9.48,39.14
01-07-2022 14:00,1,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,15.1,16.47,9.48,39.14
